Sequence_ID	Header	Length	Sequence_Type
g19023.t1	g19023.t1	543	PROTEIN
g19024.t1	g19024.t1	463	PROTEIN
g19025.t1	g19025.t1	229	PROTEIN
g19026.t1	g19026.t1	238	PROTEIN
g19027.t1	g19027.t1	303	PROTEIN
g19028.t1	g19028.t1	451	PROTEIN
g19029.t1	g19029.t1	116	PROTEIN
g19030.t1	g19030.t1	488	PROTEIN
g19031.t1	g19031.t1	337	PROTEIN
g19032.t1	g19032.t1	87	PROTEIN
g19033.t1	g19033.t1	827	PROTEIN
g19034.t1	g19034.t1	155	PROTEIN
g19035.t1	g19035.t1	866	PROTEIN
g19036.t1	g19036.t1	518	PROTEIN
g19037.t1	g19037.t1	502	PROTEIN
g19038.t1	g19038.t1	601	PROTEIN
g19039.t1	g19039.t1	134	PROTEIN
g19040.t1	g19040.t1	191	PROTEIN
g19041.t1	g19041.t1	405	PROTEIN
g19042.t1	g19042.t1	72	PROTEIN
g19043.t1	g19043.t1	146	PROTEIN
g19044.t1	g19044.t1	328	PROTEIN
g19045.t1	g19045.t1	152	PROTEIN
g19046.t1	g19046.t1	88	PROTEIN
g19047.t1	g19047.t1	158	PROTEIN
g19048.t1	g19048.t1	202	PROTEIN
g19049.t1	g19049.t1	79	PROTEIN
g19050.t1	g19050.t1	130	PROTEIN
g19051.t1	g19051.t1	238	PROTEIN
g19052.t1	g19052.t1	455	PROTEIN
g19053.t1	g19053.t1	600	PROTEIN
g19054.t1	g19054.t1	342	PROTEIN
g19055.t1	g19055.t1	110	PROTEIN
g19056.t1	g19056.t1	325	PROTEIN
g19057.t1	g19057.t1	292	PROTEIN
g19058.t1	g19058.t1	92	PROTEIN
g19059.t1	g19059.t1	122	PROTEIN
g19060.t1	g19060.t1	183	PROTEIN
g19061.t1	g19061.t1	483	PROTEIN
g19062.t1	g19062.t1	282	PROTEIN
g19063.t1	g19063.t1	132	PROTEIN
g19064.t1	g19064.t1	207	PROTEIN
g19065.t1	g19065.t1	735	PROTEIN
g19066.t1	g19066.t1	162	PROTEIN
g19067.t1	g19067.t1	577	PROTEIN
g19068.t1	g19068.t1	661	PROTEIN
g19069.t1	g19069.t1	462	PROTEIN
g19070.t1	g19070.t1	271	PROTEIN
g19071.t1	g19071.t1	265	PROTEIN
g19072.t1	g19072.t1	268	PROTEIN
g19073.t1	g19073.t1	265	PROTEIN
g19074.t1	g19074.t1	134	PROTEIN
g19075.t1	g19075.t1	524	PROTEIN
g19076.t1	g19076.t1	105	PROTEIN
g19077.t1	g19077.t1	121	PROTEIN
g19078.t1	g19078.t1	98	PROTEIN
g19079.t1	g19079.t1	412	PROTEIN
g19080.t1	g19080.t1	199	PROTEIN
g19081.t1	g19081.t1	84	PROTEIN
g19082.t1	g19082.t1	246	PROTEIN
g19083.t1	g19083.t1	378	PROTEIN
g19084.t1	g19084.t1	296	PROTEIN
g19085.t1	g19085.t1	607	PROTEIN
g19086.t1	g19086.t1	116	PROTEIN
g19087.t1	g19087.t1	420	PROTEIN
g19088.t1	g19088.t1	481	PROTEIN
g19089.t1	g19089.t1	493	PROTEIN
g19090.t1	g19090.t1	288	PROTEIN
g19091.t1	g19091.t1	35	PROTEIN
g19092.t2	g19092.t2	685	PROTEIN
g19093.t1	g19093.t1	323	PROTEIN
g19094.t1	g19094.t1	211	PROTEIN
g19095.t1	g19095.t1	103	PROTEIN
g19096.t1	g19096.t1	354	PROTEIN
g19097.t1	g19097.t1	274	PROTEIN
g19098.t1	g19098.t1	830	PROTEIN
g19099.t1	g19099.t1	434	PROTEIN
g19100.t1	g19100.t1	770	PROTEIN
g19101.t1	g19101.t1	2013	PROTEIN
g19102.t1	g19102.t1	154	PROTEIN
g19103.t1	g19103.t1	154	PROTEIN
g19104.t1	g19104.t1	627	PROTEIN
g19105.t2	g19105.t2	193	PROTEIN
g19106.t1	g19106.t1	189	PROTEIN
g19107.t1	g19107.t1	447	PROTEIN
g19108.t1	g19108.t1	448	PROTEIN
g19109.t1	g19109.t1	87	PROTEIN
g19110.t1	g19110.t1	211	PROTEIN
g19111.t1	g19111.t1	212	PROTEIN
g19112.t1	g19112.t1	667	PROTEIN
g19113.t1	g19113.t1	663	PROTEIN
g19114.t1	g19114.t1	72	PROTEIN
g19115.t1	g19115.t1	287	PROTEIN
g19116.t1	g19116.t1	917	PROTEIN
g19117.t1	g19117.t1	430	PROTEIN
g19118.t1	g19118.t1	163	PROTEIN
g19119.t1	g19119.t1	225	PROTEIN
g19120.t1	g19120.t1	1250	PROTEIN
g19121.t1	g19121.t1	937	PROTEIN
g19122.t1	g19122.t1	206	PROTEIN
g19123.t1	g19123.t1	113	PROTEIN
g19124.t2	g19124.t2	740	PROTEIN
g19125.t1	g19125.t1	760	PROTEIN
g19126.t1	g19126.t1	2290	PROTEIN
g19127.t1	g19127.t1	1046	PROTEIN
g19128.t1	g19128.t1	1084	PROTEIN
g19129.t1	g19129.t1	348	PROTEIN
g19130.t1	g19130.t1	180	PROTEIN
g19131.t1	g19131.t1	408	PROTEIN
g19132.t1	g19132.t1	68	PROTEIN
g19133.t1	g19133.t1	667	PROTEIN
g19134.t1	g19134.t1	94	PROTEIN
g19135.t1	g19135.t1	208	PROTEIN
g19136.t1	g19136.t1	538	PROTEIN
g19137.t1	g19137.t1	68	PROTEIN
g19138.t1	g19138.t1	77	PROTEIN
g19139.t1	g19139.t1	234	PROTEIN
g19140.t1	g19140.t1	408	PROTEIN
g19141.t1	g19141.t1	126	PROTEIN
g19142.t1	g19142.t1	95	PROTEIN
g19143.t1	g19143.t1	113	PROTEIN
g19144.t1	g19144.t1	71	PROTEIN
g19145.t1	g19145.t1	47	PROTEIN
g19146.t2	g19146.t2	311	PROTEIN
g19147.t1	g19147.t1	985	PROTEIN
g19148.t1	g19148.t1	379	PROTEIN
g19149.t1	g19149.t1	353	PROTEIN
g19150.t1	g19150.t1	560	PROTEIN
g19151.t1	g19151.t1	468	PROTEIN
g19152.t1	g19152.t1	175	PROTEIN
g19153.t1	g19153.t1	264	PROTEIN
g19154.t1	g19154.t1	201	PROTEIN
g19155.t1	g19155.t1	116	PROTEIN
g19156.t1	g19156.t1	109	PROTEIN
g19157.t1	g19157.t1	83	PROTEIN
g19158.t1	g19158.t1	80	PROTEIN
g19159.t1	g19159.t1	94	PROTEIN
g19160.t1	g19160.t1	215	PROTEIN
g19161.t1	g19161.t1	95	PROTEIN
g19162.t1	g19162.t1	112	PROTEIN
g19163.t1	g19163.t1	78	PROTEIN
g19164.t1	g19164.t1	156	PROTEIN
g19165.t1	g19165.t1	116	PROTEIN
g19166.t1	g19166.t1	100	PROTEIN
g19167.t1	g19167.t1	78	PROTEIN
g19168.t1	g19168.t1	95	PROTEIN
g19169.t1	g19169.t1	97	PROTEIN
g19170.t1	g19170.t1	368	PROTEIN
g19171.t1	g19171.t1	105	PROTEIN
g19172.t1	g19172.t1	224	PROTEIN
g19173.t1	g19173.t1	114	PROTEIN
g19174.t1	g19174.t1	205	PROTEIN
g19175.t1	g19175.t1	422	PROTEIN
g19176.t1	g19176.t1	78	PROTEIN
g19177.t1	g19177.t1	126	PROTEIN
g19178.t1	g19178.t1	261	PROTEIN
g19179.t1	g19179.t1	116	PROTEIN
g19180.t1	g19180.t1	108	PROTEIN
g19181.t1	g19181.t1	168	PROTEIN
g19182.t1	g19182.t1	492	PROTEIN
g19183.t1	g19183.t1	278	PROTEIN
g19184.t1	g19184.t1	594	PROTEIN
g19185.t1	g19185.t1	331	PROTEIN
g19186.t1	g19186.t1	315	PROTEIN
g19187.t1	g19187.t1	400	PROTEIN
g19188.t1	g19188.t1	83	PROTEIN
g19189.t1	g19189.t1	68	PROTEIN
g19190.t1	g19190.t1	313	PROTEIN
g19191.t1	g19191.t1	210	PROTEIN
g19192.t1	g19192.t1	802	PROTEIN
g19193.t1	g19193.t1	667	PROTEIN
g19194.t1	g19194.t1	906	PROTEIN
g19195.t1	g19195.t1	187	PROTEIN
g19196.t1	g19196.t1	660	PROTEIN
g19197.t1	g19197.t1	570	PROTEIN
g19198.t1	g19198.t1	802	PROTEIN
g19199.t2	g19199.t2	414	PROTEIN
g19200.t1	g19200.t1	89	PROTEIN
g19201.t1	g19201.t1	80	PROTEIN
g19202.t1	g19202.t1	153	PROTEIN
g19203.t1	g19203.t1	155	PROTEIN
g19204.t1	g19204.t1	105	PROTEIN
g19205.t1	g19205.t1	1007	PROTEIN
g19206.t1	g19206.t1	365	PROTEIN
g19207.t1	g19207.t1	757	PROTEIN
g19208.t1	g19208.t1	73	PROTEIN
g19209.t1	g19209.t1	385	PROTEIN
g19210.t1	g19210.t1	134	PROTEIN
g19211.t1	g19211.t1	101	PROTEIN
g19212.t1	g19212.t1	71	PROTEIN
g19213.t1	g19213.t1	204	PROTEIN
g19214.t1	g19214.t1	278	PROTEIN
g19215.t1	g19215.t1	804	PROTEIN
g19216.t1	g19216.t1	78	PROTEIN
g19217.t1	g19217.t1	151	PROTEIN
g19218.t1	g19218.t1	134	PROTEIN
g19219.t1	g19219.t1	1277	PROTEIN
g19220.t1	g19220.t1	338	PROTEIN
g19221.t1	g19221.t1	196	PROTEIN
g19222.t1	g19222.t1	221	PROTEIN
g19223.t1	g19223.t1	94	PROTEIN
g19224.t1	g19224.t1	718	PROTEIN
g19225.t1	g19225.t1	829	PROTEIN
g19226.t1	g19226.t1	353	PROTEIN
g19227.t1	g19227.t1	92	PROTEIN
g19228.t1	g19228.t1	446	PROTEIN
g19229.t1	g19229.t1	189	PROTEIN
g19230.t1	g19230.t1	180	PROTEIN
g19231.t1	g19231.t1	157	PROTEIN
g19232.t1	g19232.t1	98	PROTEIN
g19233.t1	g19233.t1	101	PROTEIN
g19234.t1	g19234.t1	110	PROTEIN
g19235.t1	g19235.t1	113	PROTEIN
g19236.t1	g19236.t1	309	PROTEIN
g19237.t1	g19237.t1	98	PROTEIN
g19238.t1	g19238.t1	119	PROTEIN
g19239.t1	g19239.t1	117	PROTEIN
g19240.t1	g19240.t1	144	PROTEIN
g19241.t1	g19241.t1	157	PROTEIN
g19242.t1	g19242.t1	661	PROTEIN
g19243.t1	g19243.t1	772	PROTEIN
g19244.t1	g19244.t1	140	PROTEIN
g19245.t1	g19245.t1	879	PROTEIN
g19246.t1	g19246.t1	553	PROTEIN
g19247.t2	g19247.t2	277	PROTEIN
g19248.t1	g19248.t1	87	PROTEIN
g19249.t1	g19249.t1	115	PROTEIN
g19250.t1	g19250.t1	440	PROTEIN
g19251.t1	g19251.t1	77	PROTEIN
g19252.t1	g19252.t1	151	PROTEIN
g19253.t1	g19253.t1	281	PROTEIN
g19254.t1	g19254.t1	98	PROTEIN
g19255.t1	g19255.t1	307	PROTEIN
g19256.t1	g19256.t1	212	PROTEIN
g19257.t1	g19257.t1	505	PROTEIN
g19258.t1	g19258.t1	261	PROTEIN
g19259.t1	g19259.t1	716	PROTEIN
g19260.t1	g19260.t1	171	PROTEIN
g19261.t1	g19261.t1	74	PROTEIN
g19262.t1	g19262.t1	230	PROTEIN
g19263.t1	g19263.t1	105	PROTEIN
g19264.t1	g19264.t1	610	PROTEIN
g19265.t1	g19265.t1	968	PROTEIN
g19266.t1	g19266.t1	79	PROTEIN
g19267.t1	g19267.t1	135	PROTEIN
g19268.t1	g19268.t1	342	PROTEIN
g19269.t1	g19269.t1	133	PROTEIN
g19270.t1	g19270.t1	197	PROTEIN
g19271.t1	g19271.t1	72	PROTEIN
g19272.t1	g19272.t1	231	PROTEIN
g19273.t1	g19273.t1	201	PROTEIN
g19274.t1	g19274.t1	955	PROTEIN
g19275.t1	g19275.t1	179	PROTEIN
g19276.t1	g19276.t1	222	PROTEIN
g19277.t1	g19277.t1	435	PROTEIN
g19278.t1	g19278.t1	60	PROTEIN
g19279.t1	g19279.t1	182	PROTEIN
g19280.t1	g19280.t1	97	PROTEIN
g19281.t1	g19281.t1	116	PROTEIN
g19282.t1	g19282.t1	162	PROTEIN
g19283.t1	g19283.t1	239	PROTEIN
g19284.t1	g19284.t1	47	PROTEIN
g19285.t1	g19285.t1	123	PROTEIN
g19286.t2	g19286.t2	345	PROTEIN
g19287.t2	g19287.t2	844	PROTEIN
g19288.t1	g19288.t1	582	PROTEIN
g19289.t1	g19289.t1	101	PROTEIN
g19290.t1	g19290.t1	543	PROTEIN
g19291.t1	g19291.t1	290	PROTEIN
g19292.t1	g19292.t1	85	PROTEIN
g19293.t1	g19293.t1	315	PROTEIN
g19294.t1	g19294.t1	525	PROTEIN
g19295.t1	g19295.t1	479	PROTEIN
g19296.t1	g19296.t1	81	PROTEIN
g19297.t1	g19297.t1	81	PROTEIN
g19298.t1	g19298.t1	1044	PROTEIN
g19299.t1	g19299.t1	383	PROTEIN
g19300.t1	g19300.t1	383	PROTEIN
g19301.t1	g19301.t1	645	PROTEIN
g19302.t1	g19302.t1	83	PROTEIN
g19303.t1	g19303.t1	291	PROTEIN
g19304.t1	g19304.t1	655	PROTEIN
g19305.t1	g19305.t1	937	PROTEIN
g19306.t1	g19306.t1	383	PROTEIN
g19307.t1	g19307.t1	94	PROTEIN
g19308.t1	g19308.t1	350	PROTEIN
g19309.t1	g19309.t1	565	PROTEIN
g19310.t1	g19310.t1	962	PROTEIN
g19311.t1	g19311.t1	351	PROTEIN
g19312.t1	g19312.t1	148	PROTEIN
g19313.t1	g19313.t1	662	PROTEIN
g19314.t1	g19314.t1	133	PROTEIN
g19315.t1	g19315.t1	367	PROTEIN
g19316.t1	g19316.t1	327	PROTEIN
g19317.t2	g19317.t2	307	PROTEIN
g19318.t1	g19318.t1	72	PROTEIN
g19319.t1	g19319.t1	168	PROTEIN
g19320.t1	g19320.t1	641	PROTEIN
g19321.t1	g19321.t1	161	PROTEIN
g19322.t1	g19322.t1	236	PROTEIN
g19323.t1	g19323.t1	95	PROTEIN
g19324.t1	g19324.t1	85	PROTEIN
g19325.t1	g19325.t1	110	PROTEIN
g19326.t1	g19326.t1	107	PROTEIN
g19327.t1	g19327.t1	108	PROTEIN
g19328.t1	g19328.t1	105	PROTEIN
g19329.t1	g19329.t1	735	PROTEIN
g19330.t1	g19330.t1	122	PROTEIN
g19331.t1	g19331.t1	148	PROTEIN
g19332.t1	g19332.t1	171	PROTEIN
g19333.t1	g19333.t1	66	PROTEIN
g19334.t1	g19334.t1	227	PROTEIN
g19335.t1	g19335.t1	79	PROTEIN
g19336.t1	g19336.t1	150	PROTEIN
g19337.t1	g19337.t1	260	PROTEIN
g19338.t1	g19338.t1	81	PROTEIN
g19339.t1	g19339.t1	692	PROTEIN
g19340.t1	g19340.t1	132	PROTEIN
g19341.t1	g19341.t1	1085	PROTEIN
g19342.t1	g19342.t1	134	PROTEIN
g19343.t1	g19343.t1	250	PROTEIN
g19344.t1	g19344.t1	291	PROTEIN
g19345.t1	g19345.t1	333	PROTEIN
g19346.t1	g19346.t1	151	PROTEIN
g19347.t1	g19347.t1	342	PROTEIN
g19348.t1	g19348.t1	157	PROTEIN
g19349.t1	g19349.t1	157	PROTEIN
g19350.t2	g19350.t2	343	PROTEIN
g19351.t2	g19351.t2	201	PROTEIN
g19352.t1	g19352.t1	156	PROTEIN
g19353.t1	g19353.t1	369	PROTEIN
g19354.t1	g19354.t1	144	PROTEIN
g19355.t1	g19355.t1	442	PROTEIN
g19356.t1	g19356.t1	1190	PROTEIN
g19357.t1	g19357.t1	763	PROTEIN
g19358.t1	g19358.t1	130	PROTEIN
g19359.t1	g19359.t1	131	PROTEIN
g19360.t1	g19360.t1	338	PROTEIN
g19361.t1	g19361.t1	89	PROTEIN
g19362.t1	g19362.t1	873	PROTEIN
g19363.t1	g19363.t1	1205	PROTEIN
g19364.t1	g19364.t1	308	PROTEIN
g19365.t1	g19365.t1	114	PROTEIN
g19366.t1	g19366.t1	144	PROTEIN
g19367.t1	g19367.t1	514	PROTEIN
g19368.t1	g19368.t1	302	PROTEIN
g19369.t1	g19369.t1	461	PROTEIN
g19370.t1	g19370.t1	422	PROTEIN
g19371.t2	g19371.t2	539	PROTEIN
g19372.t1	g19372.t1	92	PROTEIN
g19373.t1	g19373.t1	173	PROTEIN
g19374.t1	g19374.t1	127	PROTEIN
g19375.t1	g19375.t1	252	PROTEIN
g19376.t1	g19376.t1	325	PROTEIN
g19377.t1	g19377.t1	309	PROTEIN
g19378.t1	g19378.t1	657	PROTEIN
g19379.t1	g19379.t1	169	PROTEIN
g19380.t1	g19380.t1	549	PROTEIN
g19381.t1	g19381.t1	357	PROTEIN
g19382.t1	g19382.t1	369	PROTEIN
g19383.t1	g19383.t1	90	PROTEIN
g19384.t1	g19384.t1	98	PROTEIN
g19385.t1	g19385.t1	253	PROTEIN
g19386.t1	g19386.t1	349	PROTEIN
g19387.t1	g19387.t1	190	PROTEIN
g19388.t1	g19388.t1	107	PROTEIN
g19389.t1	g19389.t1	71	PROTEIN
g19390.t1	g19390.t1	330	PROTEIN
g19391.t1	g19391.t1	145	PROTEIN
g19392.t1	g19392.t1	220	PROTEIN
g19393.t1	g19393.t1	455	PROTEIN
g19394.t1	g19394.t1	619	PROTEIN
g19395.t1	g19395.t1	85	PROTEIN
g19396.t1	g19396.t1	255	PROTEIN
g19397.t1	g19397.t1	610	PROTEIN
g19398.t1	g19398.t1	612	PROTEIN
g19399.t1	g19399.t1	101	PROTEIN
g19400.t1	g19400.t1	476	PROTEIN
g19401.t1	g19401.t1	1134	PROTEIN
g19402.t1	g19402.t1	495	PROTEIN
g19403.t1	g19403.t1	98	PROTEIN
g19404.t1	g19404.t1	257	PROTEIN
g19405.t1	g19405.t1	257	PROTEIN
g19406.t1	g19406.t1	433	PROTEIN
g19407.t1	g19407.t1	335	PROTEIN
g19408.t1	g19408.t1	218	PROTEIN
g19409.t1	g19409.t1	103	PROTEIN
g19410.t1	g19410.t1	61	PROTEIN
g19411.t1	g19411.t1	135	PROTEIN
g19412.t1	g19412.t1	561	PROTEIN
g19413.t1	g19413.t1	322	PROTEIN
g19414.t1	g19414.t1	700	PROTEIN
g19415.t1	g19415.t1	128	PROTEIN
g19416.t1	g19416.t1	297	PROTEIN
g19417.t1	g19417.t1	106	PROTEIN
g19418.t1	g19418.t1	144	PROTEIN
g19419.t1	g19419.t1	212	PROTEIN
g19420.t1	g19420.t1	516	PROTEIN
g19421.t1	g19421.t1	144	PROTEIN
g19422.t1	g19422.t1	533	PROTEIN
g19423.t1	g19423.t1	94	PROTEIN
g19424.t1	g19424.t1	353	PROTEIN
g19425.t1	g19425.t1	368	PROTEIN
g19426.t1	g19426.t1	280	PROTEIN
g19427.t1	g19427.t1	258	PROTEIN
g19428.t1	g19428.t1	314	PROTEIN
g19429.t1	g19429.t1	295	PROTEIN
g19430.t1	g19430.t1	954	PROTEIN
g19431.t1	g19431.t1	388	PROTEIN
g19432.t1	g19432.t1	394	PROTEIN
g19433.t1	g19433.t1	104	PROTEIN
g19434.t1	g19434.t1	119	PROTEIN
g19435.t1	g19435.t1	330	PROTEIN
g19436.t1	g19436.t1	132	PROTEIN
g19437.t1	g19437.t1	129	PROTEIN
g19438.t1	g19438.t1	332	PROTEIN
g19439.t1	g19439.t1	117	PROTEIN
g19440.t1	g19440.t1	123	PROTEIN
g19441.t1	g19441.t1	89	PROTEIN
g19442.t1	g19442.t1	488	PROTEIN
g19443.t1	g19443.t1	218	PROTEIN
g19444.t1	g19444.t1	368	PROTEIN
g19445.t1	g19445.t1	159	PROTEIN
g19446.t1	g19446.t1	309	PROTEIN
g19447.t1	g19447.t1	255	PROTEIN
g19448.t1	g19448.t1	194	PROTEIN
g19449.t1	g19449.t1	191	PROTEIN
g19450.t1	g19450.t1	297	PROTEIN
g19451.t1	g19451.t1	431	PROTEIN
g19452.t1	g19452.t1	341	PROTEIN
g19453.t1	g19453.t1	344	PROTEIN
g19454.t1	g19454.t1	255	PROTEIN
g19455.t1	g19455.t1	635	PROTEIN
g19456.t1	g19456.t1	302	PROTEIN
g19457.t1	g19457.t1	347	PROTEIN
g19458.t1	g19458.t1	136	PROTEIN
g19459.t1	g19459.t1	707	PROTEIN
g19460.t1	g19460.t1	953	PROTEIN
g19461.t1	g19461.t1	390	PROTEIN
g19462.t1	g19462.t1	1485	PROTEIN
g19463.t2	g19463.t2	1094	PROTEIN
g19464.t1	g19464.t1	75	PROTEIN
g19465.t1	g19465.t1	145	PROTEIN
g19466.t1	g19466.t1	97	PROTEIN
g19467.t1	g19467.t1	296	PROTEIN
g19468.t1	g19468.t1	143	PROTEIN
g19469.t1	g19469.t1	66	PROTEIN
g19470.t1	g19470.t1	198	PROTEIN
g19471.t1	g19471.t1	193	PROTEIN
g19472.t1	g19472.t1	525	PROTEIN
g19473.t1	g19473.t1	644	PROTEIN
g19474.t1	g19474.t1	206	PROTEIN
g19475.t2	g19475.t2	1012	PROTEIN
g19476.t1	g19476.t1	418	PROTEIN
g19477.t1	g19477.t1	241	PROTEIN
g19478.t1	g19478.t1	252	PROTEIN
g19479.t1	g19479.t1	130	PROTEIN
g19480.t1	g19480.t1	1540	PROTEIN
g19481.t1	g19481.t1	98	PROTEIN
g19482.t1	g19482.t1	444	PROTEIN
g19483.t1	g19483.t1	275	PROTEIN
g19484.t1	g19484.t1	90	PROTEIN
g19485.t1	g19485.t1	290	PROTEIN
g19486.t1	g19486.t1	393	PROTEIN
g19487.t1	g19487.t1	425	PROTEIN
g19488.t1	g19488.t1	108	PROTEIN
g19489.t1	g19489.t1	90	PROTEIN
g19490.t1	g19490.t1	98	PROTEIN
g19491.t1	g19491.t1	388	PROTEIN
g19492.t1	g19492.t1	105	PROTEIN
g19493.t1	g19493.t1	412	PROTEIN
g19494.t2	g19494.t2	417	PROTEIN
g19495.t1	g19495.t1	250	PROTEIN
g19496.t1	g19496.t1	702	PROTEIN
g19497.t1	g19497.t1	891	PROTEIN
g19498.t1	g19498.t1	409	PROTEIN
g19499.t1	g19499.t1	236	PROTEIN
g19500.t1	g19500.t1	106	PROTEIN
g19501.t1	g19501.t1	103	PROTEIN
g19502.t1	g19502.t1	303	PROTEIN
g19503.t1	g19503.t1	135	PROTEIN
g19504.t1	g19504.t1	151	PROTEIN
g19505.t1	g19505.t1	185	PROTEIN
g19506.t1	g19506.t1	122	PROTEIN
g19507.t1	g19507.t1	82	PROTEIN
g19508.t4	g19508.t4	782	PROTEIN
g19509.t1	g19509.t1	97	PROTEIN
g19510.t1	g19510.t1	599	PROTEIN
g19511.t1	g19511.t1	511	PROTEIN
g19512.t1	g19512.t1	444	PROTEIN
g19513.t1	g19513.t1	723	PROTEIN
g19514.t1	g19514.t1	175	PROTEIN
g19515.t1	g19515.t1	102	PROTEIN
g19516.t1	g19516.t1	269	PROTEIN
g19517.t1	g19517.t1	661	PROTEIN
g19518.t1	g19518.t1	208	PROTEIN
g19519.t1	g19519.t1	112	PROTEIN
g19520.t1	g19520.t1	112	PROTEIN
g19521.t1	g19521.t1	105	PROTEIN
g19522.t1	g19522.t1	619	PROTEIN
g19523.t1	g19523.t1	258	PROTEIN
g19524.t1	g19524.t1	99	PROTEIN
g19525.t1	g19525.t1	149	PROTEIN
g19526.t1	g19526.t1	147	PROTEIN
g19527.t1	g19527.t1	73	PROTEIN
g19528.t1	g19528.t1	330	PROTEIN
g19529.t1	g19529.t1	1389	PROTEIN
g19530.t1	g19530.t1	239	PROTEIN
g19531.t1	g19531.t1	285	PROTEIN
g19532.t1	g19532.t1	681	PROTEIN
g19533.t1	g19533.t1	513	PROTEIN
g19534.t1	g19534.t1	73	PROTEIN
g19535.t1	g19535.t1	97	PROTEIN
g19536.t1	g19536.t1	1125	PROTEIN
g19537.t1	g19537.t1	93	PROTEIN
g19538.t1	g19538.t1	103	PROTEIN
g19539.t1	g19539.t1	95	PROTEIN
g19540.t1	g19540.t1	337	PROTEIN
g19541.t1	g19541.t1	116	PROTEIN
g19542.t1	g19542.t1	384	PROTEIN
g19543.t1	g19543.t1	93	PROTEIN
g19544.t1	g19544.t1	102	PROTEIN
g19545.t1	g19545.t1	80	PROTEIN
g19546.t1	g19546.t1	207	PROTEIN
g19547.t1	g19547.t1	466	PROTEIN
g19548.t1	g19548.t1	148	PROTEIN
g19549.t1	g19549.t1	495	PROTEIN
g19550.t1	g19550.t1	1176	PROTEIN
g19551.t1	g19551.t1	655	PROTEIN
g19552.t1	g19552.t1	423	PROTEIN
g19553.t1	g19553.t1	531	PROTEIN
g19554.t1	g19554.t1	303	PROTEIN
g19555.t1	g19555.t1	1189	PROTEIN
g19556.t1	g19556.t1	330	PROTEIN
g19557.t1	g19557.t1	197	PROTEIN
g19558.t1	g19558.t1	301	PROTEIN
g19559.t1	g19559.t1	210	PROTEIN
g19560.t1	g19560.t1	103	PROTEIN
g19561.t1	g19561.t1	137	PROTEIN
g19562.t1	g19562.t1	185	PROTEIN
g19563.t1	g19563.t1	283	PROTEIN
g19564.t1	g19564.t1	111	PROTEIN
g19565.t1	g19565.t1	139	PROTEIN
g19566.t1	g19566.t1	195	PROTEIN
g19567.t1	g19567.t1	606	PROTEIN
g19568.t1	g19568.t1	365	PROTEIN
g19569.t1	g19569.t1	668	PROTEIN
g19570.t1	g19570.t1	724	PROTEIN
g19571.t1	g19571.t1	315	PROTEIN
g19572.t1	g19572.t1	270	PROTEIN
g19573.t1	g19573.t1	560	PROTEIN
g19574.t1	g19574.t1	124	PROTEIN
g19575.t1	g19575.t1	134	PROTEIN
g19576.t1	g19576.t1	106	PROTEIN
g19577.t1	g19577.t1	169	PROTEIN
g19578.t1	g19578.t1	462	PROTEIN
g19579.t1	g19579.t1	237	PROTEIN
g19580.t1	g19580.t1	197	PROTEIN
g19581.t1	g19581.t1	105	PROTEIN
g19582.t1	g19582.t1	110	PROTEIN
g19583.t1	g19583.t1	1660	PROTEIN
g19584.t1	g19584.t1	186	PROTEIN
g19585.t1	g19585.t1	217	PROTEIN
g19586.t1	g19586.t1	104	PROTEIN
g19587.t1	g19587.t1	466	PROTEIN
g19588.t1	g19588.t1	731	PROTEIN
g19589.t1	g19589.t1	152	PROTEIN
g19590.t1	g19590.t1	265	PROTEIN
g19591.t1	g19591.t1	218	PROTEIN
g19592.t1	g19592.t1	359	PROTEIN
g19593.t1	g19593.t1	719	PROTEIN
g19594.t1	g19594.t1	714	PROTEIN
g19595.t1	g19595.t1	482	PROTEIN
g19596.t1	g19596.t1	74	PROTEIN
g19597.t1	g19597.t1	319	PROTEIN
g19598.t1	g19598.t1	446	PROTEIN
g19599.t1	g19599.t1	461	PROTEIN
g19600.t1	g19600.t1	239	PROTEIN
g19601.t1	g19601.t1	145	PROTEIN
g19602.t1	g19602.t1	239	PROTEIN
g19603.t1	g19603.t1	85	PROTEIN
g19604.t1	g19604.t1	462	PROTEIN
g19605.t1	g19605.t1	262	PROTEIN
g19606.t1	g19606.t1	249	PROTEIN
g19607.t1	g19607.t1	262	PROTEIN
g19608.t2	g19608.t2	309	PROTEIN
g19609.t1	g19609.t1	562	PROTEIN
g19610.t1	g19610.t1	565	PROTEIN
g19611.t1	g19611.t1	392	PROTEIN
g19612.t1	g19612.t1	366	PROTEIN
g19613.t1	g19613.t1	82	PROTEIN
g19614.t1	g19614.t1	208	PROTEIN
g19615.t1	g19615.t1	480	PROTEIN
g19616.t1	g19616.t1	105	PROTEIN
g19617.t1	g19617.t1	199	PROTEIN
g19618.t1	g19618.t1	128	PROTEIN
g19619.t1	g19619.t1	96	PROTEIN
g19620.t1	g19620.t1	231	PROTEIN
g19621.t1	g19621.t1	561	PROTEIN
g19622.t1	g19622.t1	100	PROTEIN
g19623.t1	g19623.t1	104	PROTEIN
g19624.t1	g19624.t1	207	PROTEIN
g19625.t1	g19625.t1	496	PROTEIN
g19626.t1	g19626.t1	168	PROTEIN
g19627.t1	g19627.t1	123	PROTEIN
g19628.t1	g19628.t1	418	PROTEIN
