gene_id	rank	final_score	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description
g2017.t1	453	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	121	tr|A0A4C1TJA3|A0A4C1TJA3_EUMVA	Pieris macdunnoughi	345717	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.652	95.0	4.97e-70	226.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	GPCR, rhodopsin-like, 7TM	IPR017452; IPR000276	GPCR, rhodopsin-like, 7TM; G protein-coupled receptor, rhodopsin-like	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR45695; LEUCOKININ RECEPTOR-RELATED	GO:0016020(InterPro); GO:0004930(PANTHER)|GO:0005886(PANTHER)|GO:0007186(PANTHER); GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	receptor; membrane	SIGNALING	RYamide receptor OS=Eumeta variegata OX=151549 GN=RYa-R PE=3 SV=1
g16995.t1	454	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	462	tr|A0A4C1W5Q3|A0A4C1W5Q3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.545	95.0	0.0	852.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	G protein-coupled receptor, rhodopsin-like	IPR000276; IPR001671; IPR017452	G protein-coupled receptor, rhodopsin-like; Melanocortin/ACTH receptor; GPCR, rhodopsin-like, 7TM	PF00001; 7 transmembrane receptor (rhodopsin family)	PTHR24248; ADRENERGIC RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0001591(PANTHER)|GO:0004930(PANTHER)|GO:0005886(PANTHER); GO:0004977(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro); GO:0016020(InterPro)	receptor; membrane	SIGNALING	tr|A0A4C1W5Q3|A0A4C1W5Q3_EUMVA Dopamine D2-like receptor OS=Eumeta variegata OX=151549 GN=Dop2R PE=3 SV=1
g13522.t1	455	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	855	tr|A0A4C1UMJ1|A0A4C1UMJ1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	92.279	95.0	0.0	1559.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Toll/interleukin-1 receptor homology (TIR) domain superfamily	IPR035897; IPR017241; IPR000157; IPR003591; IPR001611; IPR032675	Toll/interleukin-1 receptor homology (TIR) domain superfamily; Toll-like receptor; Toll/interleukin-1 receptor homology (TIR) domain; Leucine-rich repeat, typical subtype; Leucine-rich repeat; Leucine-rich repeat domain superfamily	PF01582; TIR domain; PF13855; Leucine rich repeat	PTHR24365; TOLL-LIKE RECEPTOR	GO:0005886(PANTHER)|GO:0006954(PANTHER)|GO:0007165(PANTHER)|GO:0038023(PANTHER); GO:0002224(InterPro)|GO:0004888(InterPro)|GO:0006955(InterPro)|GO:0016020(InterPro); GO:0007165(InterPro); GO:0005515(InterPro)	receptor	SIGNALING	tr|A0A4C1UMJ1|A0A4C1UMJ1_EUMVA Toll-like receptor 4 OS=Eumeta variegata OX=151549 GN=TLR4 PE=3 SV=1
g19386.t1	456	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	349	tr|A0A4C1ZQJ2|A0A4C1ZQJ2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.333	95.0	0.0	597.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	N-acetyl-D-glucosamine kinase NAGK-like	IPR039758; IPR043129; IPR002731	N-acetyl-D-glucosamine kinase NAGK-like; ATPase, nucleotide binding domain; ATPase, BadF/BadG/BcrA/BcrD type	PF01869; BadF/BadG/BcrA/BcrD ATPase family	PTHR12862; BADF TYPE ATPASE DOMAIN-CONTAINING PROTEIN	GO:0045127(PANTHER)|GO:0045127(InterPro)	enzyme	SIGNALING	tr|A0A4C1ZQJ2|A0A4C1ZQJ2_EUMVA N-acetyl-D-glucosamine kinase OS=Eumeta variegata OX=151549 GN=NAGK PE=4 SV=1
g7143.t1	457	86.009	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	428	tr|A0A4C1U540|A0A4C1U540_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	74.939	95.0	0.0	645.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.864	100.0	30.0	100.0	85.0	Neurotransmitter-gated ion-channel	IPR006201; IPR036719; IPR038050; IPR036734; IPR006202	Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel transmembrane domain superfamily; Neuronal acetylcholine receptor; Neurotransmitter-gated ion-channel ligand-binding domain superfamily; Neurotransmitter-gated ion-channel ligand-binding domain	PF02931; Neurotransmitter-gated ion-channel ligand binding domain	PTHR18945; NEUROTRANSMITTER GATED ION CHANNEL	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro); GO:0006811(InterPro)|GO:0016020(InterPro); GO:0005230(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)	receptor; transporter; membrane	SIGNALING	Acetylcholine receptor subunit alpha-like 2 OS=Eumeta variegata OX=151549 GN=nAChRalpha2 PE=4 SV=1
g12605.t1	458	85.995	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	342	tr|A0ABR3HVR7|A0ABR3HVR7_LOXSC	Loxostege sticticalis	481309	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	65.031	94.0	3.2e-150	435.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	90.816	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR013818; IPR029058	Triacylglycerol lipase family; Lipase; Alpha/Beta hydrolase fold	PF00151; Lipase	PTHR11610; LIPASE	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	Lipase domain-containing protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_001869 PE=3 SV=1
g12618.t1	459	85.985	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	888	tr|A0A4C1SQA8|A0A4C1SQA8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.193	90.0	0.0	1165.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	90.783	100.0	30.0	100.0	95.0	Endoplasmic reticulum metallopeptidase 1-like, M28 peptidase domain	IPR048024; IPR007484; IPR053973; IPR045175	Endoplasmic reticulum metallopeptidase 1-like, M28 peptidase domain; Peptidase M28; Endoplasmic reticulum metallopeptidase 1-like, C-terminal domain; Peptidase M28 family	PF04389; Peptidase family M28; PF22248; Endoplasmic reticulum metallopeptidase 1, C-terminal domain	PTHR12147; METALLOPEPTIDASE M28 FAMILY MEMBER	GO:0006508(InterPro)|GO:0006508(PANTHER)|GO:0008235(InterPro)	enzyme; digestion	DIGESTION	FXNA-like protease OS=Eumeta variegata OX=151549 GN=ERMP1 PE=3 SV=1
g390.t1	460	85.974	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	458	tr|A0A3Q9JN28|A0A3Q9JN28_PLUXY	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	58.896	98.0	0.0	603.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	88.248	100.0	30.0	100.0	100.0	Chitinase insertion domain superfamily	IPR029070; IPR011583; IPR050314; IPR017853; IPR001223; IPR001579	Chitinase insertion domain superfamily; Chitinase II/V-like, catalytic domain; Glycosyl hydrolase family 18; Glycoside hydrolase superfamily; Glycoside hydrolase family 18, catalytic domain; Glycosyl hydrolase family 18, active site	PF00704; Glycosyl hydrolases family 18	PTHR11177; CHITINASE	GO:0008061(InterPro); GO:0004568(PANTHER)|GO:0005576(PANTHER)|GO:0006032(PANTHER)|GO:0008061(PANTHER); GO:0005975(InterPro); GO:0004553(InterPro)|GO:0005975(InterPro)	enzyme; digestion	CHITIN	Chitinase 2 OS=Plutella xylostella OX=51655 PE=2 SV=1
g6217.t1	461	85.967	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	990	tr|A0A4C1ZH06|A0A4C1ZH06_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.389	98.0	0.0	1937.0	12	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.224	100.0	10.0	100.0	100.0	Peptidase S8, subtilisin, His-active site	IPR022398; IPR009030; IPR015500; IPR002884; IPR036852; IPR006212; IPR008979; IPR023827; IPR032815; IPR034182; IPR000209; IPR023828; IPR038466; IPR043601; IPR032778	Peptidase S8, subtilisin, His-active site; Growth factor receptor cysteine-rich domain superfamily; Peptidase S8, subtilisin-related; P domain; Peptidase S8/S53 domain superfamily; Furin-like repeat; Galactose-binding-like domain superfamily; Peptidase S8, subtilisin, Asp-active site; Peptidase S8, pro-domain; Kexin/furin catalytic domain; Peptidase S8/S53 domain; Peptidase S8, subtilisin, Ser-active site; Peptidase S8, pro-domain superfamily; R-spondin, Fu-CRD domain; Growth factor receptor domain 4	PF01483; Proprotein convertase P-domain; PF16470; Peptidase S8 pro-domain; PF00082; Subtilase family; PF15913; Furin-like repeat, cysteine-rich; PF14843; Growth factor receptor domain IV	PTHR42884; PROPROTEIN CONVERTASE SUBTILISIN/KEXIN-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0006508(InterPro)|GO:0008236(InterPro); GO:0000139(PANTHER)|GO:0004252(PANTHER)|GO:0005802(PANTHER)|GO:0016020(PANTHER)|GO:0016485(PANTHER)	enzyme; receptor; development; digestion	GROWTH_DEVELOPMENT	furin OS=Eumeta variegata OX=151549 GN=Fur2 PE=3 SV=1
g2210.t1	462	85.967	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	394	tr|A0ABN8IKT8|A0ABN8IKT8_9NEOP	Iphiclides podalirius	110791	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	60.925	99.0	3.79e-179	511.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	90.723	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR000859; IPR035914; IPR001314; IPR009003; IPR018114	Serine proteases, trypsin domain; CUB domain; Spermadhesin, CUB domain superfamily; Peptidase S1A, chymotrypsin family; Peptidase S1, PA clan; Serine protease-like, trypsin family, histidine active site	PF00089; Trypsin; PF00431; CUB domain	PTHR24252; ACROSIN-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Venom serine protease 34 (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS10188 PE=3 SV=1
g18115.t3	463	85.942	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	681	tr|A0A835G9F0|A0A835G9F0_SPOEX	Spodoptera exigua	7107	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	66.62	98.0	0.0	981.0	27	27	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.641	100.0	30.0	100.0	85.0	Serine/threonine-protein kinase, active site	IPR008271; IPR000719; IPR011009	Serine/threonine-protein kinase, active site; Protein kinase domain; Protein kinase-like domain superfamily	PF00069; Protein kinase domain	PTHR24346; MAP/MICROTUBULE AFFINITY-REGULATING KINASE	GO:0004672(InterPro)|GO:0006468(InterPro); GO:0005524(InterPro)|GO:0006468(InterPro); GO:0000226(PANTHER)|GO:0004674(PANTHER)|GO:0005737(PANTHER)|GO:0035556(PANTHER)|GO:0050321(PANTHER)	enzyme	SIGNALING	tr|A0A835G9F0|A0A835G9F0_SPOEX Protein kinase domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_011280 PE=4 SV=1
g13526.t1	464	85.925	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	332	tr|A0ABQ7R3V3|A0ABQ7R3V3_PLUXY	Iphiclides podalirius	110791	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	67.278	98.0	2.06e-146	442.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	95.582	100.0	30.0	100.0	85.0	Pleckstrin homology domain	IPR001849; IPR002404; IPR011993; IPR039011	Pleckstrin homology domain; IRS-type PTB domain; PH-like domain superfamily; Insulin receptor substrate	PF00169; PH domain; PF02174; PTB domain (IRS-1 type)	PTHR10614; INSULIN RECEPTOR SUBSTRATE	GO:0005158(InterPro)|GO:0005158(PANTHER)|GO:0005829(PANTHER)|GO:0005886(PANTHER)|GO:0008286(InterPro)|GO:0008286(PANTHER)|GO:0043548(PANTHER)	receptor	SIGNALING	tr|A0ABQ7R3V3|A0ABQ7R3V3_PLUXY Insulin receptor substrate 1 OS=Plutella xylostella OX=51655 GN=JYU34_001391 PE=4 SV=1
g17341.t1	465	85.917	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	173	tr|A0A4C1YZL2|A0A4C1YZL2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.081	100.0	1.67e-83	268.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	10.0	97.0	100.0	Chitin-binding type R&R consensus	IPR031311; IPR000618; IPR051217	Chitin-binding type R&R consensus; Insect cuticle protein; Insect Cuticle Structural	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005214(InterPro)|GO:0062129(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	tr|A0A4C1YZL2|A0A4C1YZL2_EUMVA Cuticle protein 8 OS=Eumeta variegata OX=151549 GN=EVAR_63034_1 PE=4 SV=1
g17331.t1	466	85.917	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	141	tr|A0A4C1WWI3|A0A4C1WWI3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.549	100.0	2.84e-63	199.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	10.0	97.0	100.0	Insect Cuticle Structural	IPR051217; IPR000618	Insect Cuticle Structural; Insect cuticle protein	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005615(PANTHER)|GO:0031012(PANTHER); GO:0005214(InterPro)|GO:0062129(InterPro)		CHITIN	tr|A0A4C1WWI3|A0A4C1WWI3_EUMVA Cuticle protein 19 OS=Eumeta variegata OX=151549 GN=EVAR_32953_1 PE=4 SV=1
g17340.t1	467	85.917	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	177	tr|A0A4C1YZL2|A0A4C1YZL2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.894	100.0	4.42e-79	256.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	10.0	97.0	100.0	Chitin-binding type R&R consensus	IPR031311; IPR000618; IPR051217	Chitin-binding type R&R consensus; Insect cuticle protein; Insect Cuticle Structural	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005214(InterPro)|GO:0062129(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	tr|A0A4C1YZL2|A0A4C1YZL2_EUMVA Cuticle protein 8 OS=Eumeta variegata OX=151549 GN=EVAR_63034_1 PE=4 SV=1
g17349.t1	468	85.917	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	151	tr|A0A4C1XLN1|A0A4C1XLN1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.013	100.0	7.62e-87	259.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	10.0	97.0	100.0	Insect cuticle protein	IPR000618; IPR031311; IPR051217	Insect cuticle protein; Chitin-binding type R&R consensus; Insect Cuticle Structural	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005214(InterPro)|GO:0062129(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	tr|A0A4C1XLN1|A0A4C1XLN1_EUMVA Cuticle protein 19 OS=Eumeta variegata OX=151549 GN=EVAR_102363_1 PE=4 SV=1
g18410.t1	469	85.889	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	585	tr|A0A4C1ZIT2|A0A4C1ZIT2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.851	98.0	0.0	1020.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	85.0	95.0	Ulp1 protease family, C-terminal catalytic domain	IPR003653; IPR038765	Ulp1 protease family, C-terminal catalytic domain; Papain-like cysteine peptidase superfamily	PF02902; Ulp1 protease family, C-terminal catalytic domain		GO:0006508(InterPro)|GO:0008234(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1ZIT2|A0A4C1ZIT2_EUMVA Ubiquitin-like protease family profile domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_63986_1 PE=3 SV=1
g17037.t1	470	85.889	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	312	tr|A0A4C1XGA3|A0A4C1XGA3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.082	98.0	0.0	602.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	80.0	Cytochrome P450 superfamily	IPR036396; IPR001128; IPR002401; IPR050479	Cytochrome P450 superfamily; Cytochrome P450; Cytochrome P450, E-class, group I; Cytochrome P450, families 11 and 27	PF00067; Cytochrome P450	PTHR24279; CYTOCHROME P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)		DETOXIFICATION	tr|A0A4C1XGA3|A0A4C1XGA3_EUMVA Probable cytochrome P450 301a1, mitochondrial OS=Eumeta variegata OX=151549 GN=Cyp301a1 PE=3 SV=1
g2160.t1	471	85.889	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	158	tr|A0A4C1T1Y0|A0A4C1T1Y0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.226	98.0	2.72e-87	263.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	10.0	100.0	100.0	Large ribosomal subunit protein mL64 domain superfamily	IPR043035; IPR018472	Large ribosomal subunit protein mL64 domain superfamily; Large ribosomal subunit protein mL64	PF10147; Growth arrest and DNA-damage-inducible proteins-interacting protein 1	PTHR31761; GROWTH ARREST AND DNA DAMAGE-INDUCIBLE PROTEINS-INTERACTING PROTEIN 1 GADD45GIP1	GO:0005634(InterPro); GO:0005634(InterPro)|GO:0005739(PANTHER)	development	GROWTH_DEVELOPMENT	Large ribosomal subunit protein mL64 OS=Eumeta variegata OX=151549 GN=Gadd45gip1 PE=3 SV=1
g15120.t1	472	85.889	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	393	tr|A0A4C1XS72|A0A4C1XS72_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.694	98.0	0.0	646.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	30.0	100.0	80.0	Cytochrome P450, E-class, group I	IPR002401; IPR001128; IPR036396; IPR050479; IPR017972	Cytochrome P450, E-class, group I; Cytochrome P450; Cytochrome P450 superfamily; Cytochrome P450, families 11 and 27; Cytochrome P450, conserved site	PF00067; Cytochrome P450	PTHR24279; CYTOCHROME P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro); GO:0005506(InterPro)|GO:0016705(InterPro)		DETOXIFICATION	tr|A0A4C1XS72|A0A4C1XS72_EUMVA Cytochrome P450 CYP12A2 OS=Eumeta variegata OX=151549 GN=CYP12A2 PE=3 SV=1
g4185.t1	473	85.889	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1SSI6|A0A4C1SSI6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.211	98.0	3.99e-153	437.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.964	100.0	10.0	100.0	100.0	Transforming growth factor beta, conserved site	IPR017948; IPR029034; IPR001839; IPR015615	Transforming growth factor beta, conserved site; Cystine-knot cytokine; Transforming growth factor-beta, C-terminal; Transforming growth factor-beta-like	PF00019; Transforming growth factor beta like domain	PTHR11848; TGF-BETA FAMILY	GO:0008083(InterPro); GO:0005125(PANTHER)|GO:0005576(InterPro)|GO:0005615(PANTHER)	development	GROWTH_DEVELOPMENT	Inhibin beta A chain OS=Eumeta variegata OX=151549 GN=INHBA PE=3 SV=1
g10834.t1	474	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1ZSN6|A0A4C1ZSN6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.31	100.0	1.07e-128	374.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	Larval/pupal cuticle protein	IPR050468; IPR000618	Larval/pupal cuticle protein; Insect cuticle protein	PF00379; Insect cuticle protein	PTHR10380; CUTICLE PROTEIN	GO:0008010(PANTHER)|GO:0062129(PANTHER)		CHITIN	Adult-specific rigid cuticular protein 12.6 OS=Eumeta variegata OX=151549 GN=EVAR_57264_1 PE=4 SV=1
g12686.t1	475	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	170	tr|A0A4C1ZB67|A0A4C1ZB67_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.294	100.0	7.74e-113	337.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	Insect cuticle protein	IPR000618; IPR051217; IPR031311	Insect cuticle protein; Insect Cuticle Structural; Chitin-binding type R&R consensus	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	Large ribosomal subunit protein uL29m OS=Eumeta variegata OX=151549 GN=MRPL47 PE=3 SV=1
g19337.t1	476	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	260	tr|A0A4C1TYJ9|A0A4C1TYJ9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	77.099	100.0	8.99e-128	372.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	BCNT-C domain	IPR011421; IPR027124	BCNT-C domain; SWR1-complex protein 5/Craniofacial development protein 1/2	PF07572; Bucentaur or craniofacial development	PTHR48407; CRANIOFACIAL DEVELOPMENT PROTEIN 1	GO:0000812(PANTHER)	development	GROWTH_DEVELOPMENT	tr|A0A4C1TYJ9|A0A4C1TYJ9_EUMVA Heterochromatin-stabilizing protein CFDP1 OS=Eumeta variegata OX=151549 GN=CFDP1 PE=3 SV=1
g10584.t1	477	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	148	tr|A0A4C1WW14|A0A4C1WW14_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.604	100.0	3.38e-71	221.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	Insect cuticle protein	IPR000618; IPR031311; IPR051217	Insect cuticle protein; Chitin-binding type R&R consensus; Insect Cuticle Structural	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	Cuticle protein 19 OS=Eumeta variegata OX=151549 GN=EVAR_32958_1 PE=4 SV=1
g17346.t1	478	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	139	tr|A0A8S4R3Q5|A0A8S4R3Q5_9NEOP	Pararge aegeria aegeria	348720	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.714	100.0	5.13e-62	195.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	Insect cuticle protein	IPR000618; IPR051217; IPR031311	Insect cuticle protein; Insect Cuticle Structural; Chitin-binding type R&R consensus	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005214(InterPro)|GO:0062129(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	tr|A0A8S4R3Q5|A0A8S4R3Q5_9NEOP Jg18604 protein OS=Pararge aegeria aegeria OX=348720 GN=jg18604 PE=4 SV=1
g17342.t1	479	85.859	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	308	tr|A0A4C1Z3B2|A0A4C1Z3B2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	71.935	100.0	4.33e-161	460.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	10.0	97.0	100.0	Insect cuticle protein	IPR000618; IPR051217; IPR031311	Insect cuticle protein; Insect Cuticle Structural; Chitin-binding type R&R consensus	PF00379; Insect cuticle protein	PTHR12236; STRUCTURAL CONTITUENT OF CUTICLE	GO:0005214(InterPro)|GO:0062129(InterPro); GO:0005615(PANTHER)|GO:0031012(PANTHER)		CHITIN	tr|A0A4C1Z3B2|A0A4C1Z3B2_EUMVA Cuticle protein 8 OS=Eumeta variegata OX=151549 GN=EVAR_63040_1 PE=4 SV=1
